symbol,name,reportDate,fiscalDateEnding,estimate,currency
CRDO,Credo Technology Group Holding Ltd,2023-08-29,2023-07-31,-0.03,USD
CRDOF,CRDOF,2023-08-24,2023-06-30,,USD
CREG,Smart Powerr Corp,2023-07-03,2023-06-30,0,USD
CRESY,Cresud,2023-09-07,2023-06-30,0,ARS
CREX,Creative Realities Inc,2023-08-14,2023-06-30,-0.16,USD
CRFQF,CRFQF,2023-08-14,2023-06-30,,CAD
CRGE,Charge Enterprises Inc,2023-08-14,2023-06-30,-0.05,USD
CRGP,CRGP,2023-08-18,2023-06-30,0,USD
CRGY,Crescent Energy Company - Class A,2023-08-07,2023-06-30,0.31,USD
CRH,CRH Plc,2023-08-24,2023-06-30,0,USD
CRHKY,CRHKY,2023-08-18,2023-06-30,0,CNY
CRI,Carters Inc,2023-07-27,2023-06-30,0.52,USD
CRIS,Curis Inc,2023-08-02,2023-06-30,-0.12,USD
CRK,Comstock Resources Inc,2023-07-31,2023-06-30,0.11,USD
CRKN,Crown ElectroKinetics Corp,2023-08-14,2023-06-30,0,USD
CRL,Charles River Laboratories International Inc,2023-08-01,2023-06-30,2.63,USD
CRLBF,CRLBF,2023-08-15,2023-06-30,-0.04,USD
CRLFF,CRLFF,2023-07-26,2023-06-30,,CAD
CRM,Salesforce Inc,2023-08-22,2023-07-31,1.9,USD
CRMBQ,CRMBQ,2023-08-11,2023-06-30,0,USD
CRMD,CorMedix Inc,2023-08-09,2023-06-30,-0.24,USD
CRMT,Americas Car Mart Inc,2023-08-15,2023-07-31,0.68,USD
CRNC,Cerence Inc,2023-08-07,2023-06-30,-0.16,USD
CRNT,Ceragon Networks Ltd,2023-07-31,2023-06-30,0.01,USD
CRNX,Crinetics Pharmaceuticals Inc,2023-08-10,2023-06-30,-0.86,USD
CROMF,CROMF,2023-08-08,2023-06-30,,CAD
CRON,Cronos Group Inc,2023-08-07,2023-06-30,-0.03,USD
CROX,Crocs Inc,2023-08-02,2023-06-30,2.95,USD
CRPOF,CRPOF,2023-08-22,2023-06-30,,CAD
CRRFY,CRRFY,2023-07-26,2023-06-30,0,EUR
CRRTF,CRRTF,2023-08-01,2023-06-30,,CAD
CRS,Carpenter Technology Corp,2023-07-26,2023-06-30,0.66,USD
CRSP,CRISPR Therapeutics AG,2023-08-08,2023-06-30,-2.13,USD
CRSR,Corsair Gaming Inc,2023-08-02,2023-06-30,0.09,USD
CRSXF,CRSXF,2023-08-01,2023-06-30,,USD
CRT,Cross Timbers Royalty Trust,2023-08-21,2023-06-30,,USD
CRTD,CRTD,2023-08-14,2023-06-30,,USD
CRTO,Criteo S.A,2023-08-01,2023-06-30,0.45,USD
CRUS,Cirrus Logic Inc,2023-07-31,2023-06-30,0.41,USD
CRVL,Corvel Corp,2023-07-31,2023-06-30,,USD
CRVS,Corvus Pharmaceuticals Inc,2023-08-07,2023-06-30,-0.14,USD
CRVW,CRVW,2023-08-30,2023-06-30,0,USD
CRWD,Crowdstrike Holdings Inc - Class A,2023-08-28,2023-07-31,0.56,USD
CRWS,Crown Crafts Inc,2023-08-15,2023-06-30,,USD
CRXM,CRXM,2023-08-15,2023-06-30,0,USD
CRXTQ,CRXTQ,2023-08-16,2023-06-30,,USD
CRZBY,CRZBY,2023-08-04,2023-06-30,0.4885,EUR
CS,Credit Suisse Group AG,2023-07-27,2023-06-30,-0.1893,CHF
CSAN,Cosan S.A,2023-08-14,2023-06-30,0.1999,BRL
CSBB,CSBB,2023-07-13,2023-06-30,,USD
CSBR,Champions Oncology Inc,2023-07-19,2023-04-30,-0.12,USD
CSBR,Champions Oncology Inc,2023-09-06,2023-07-31,0.06,USD
CSCCF,CSCCF,2023-08-07,2023-06-30,0.0404,USD
CSCO,Cisco Systems Inc,2023-08-15,2023-07-31,1.04,USD
CSGP,Costar Group Inc,2023-07-25,2023-06-30,0.3,USD
CSGS,CSG Systems International Inc,2023-08-02,2023-06-30,0.73,USD
CSHX,CSHX,2023-07-17,2023-06-30,,USD
CSII,Cardiovascular Systems Inc,2023-07-31,2023-06-30,-0.0881,USD
CSIOY,CSIOY,2023-08-02,2023-06-30,0.8425,USD
CSIQ,Canadian Solar Inc,2023-08-17,2023-06-30,1.48,USD
CSL,Carlisle Companies Inc,2023-07-25,2023-06-30,4.83,USD
CSOL,CSOL,2023-08-14,2023-06-30,0,USD
CSPI,CSP Inc,2023-08-08,2023-06-30,,USD
CSPUF,CSPUF,2023-08-23,2023-06-30,,CAD
CSR,Centerspace,2023-07-31,2023-06-30,-0.39,USD
CSSE,Chicken Soup for the Soul Entertainment Inc - Class A,2023-08-09,2023-06-30,-1.72,USD
CSSV,CSSV,2023-08-14,2023-06-30,0,USD
CSTE,Caesarstone Ltd,2023-08-01,2023-06-30,-0.05,USD
CSTI,CSTI,2023-08-14,2023-06-30,,USD
CSTL,Castle Biosciences Inc,2023-08-07,2023-06-30,-0.91,USD
CSTM,Constellium SE - Class A,2023-07-24,2023-06-30,0.46,EUR
CSTPF,CSTPF,2023-08-28,2023-06-30,,USD
CSTR,CapStar Financial Holdings Inc,2023-07-19,2023-06-30,0.36,USD
CSV,Carriage Services Inc,2023-07-25,2023-06-30,0.52,USD
CSWC,Capital Southwest Corp,2023-07-31,2023-06-30,0.64,USD
CSWI,CSW Industrials Inc,2023-08-03,2023-06-30,1.92,USD
CSX,CSX Corp,2023-07-18,2023-06-30,0.49,USD
CTA-PA,CTA-PA,2023-08-22,2023-06-30,,USD
CTAGY,CTAGY,2023-08-04,2023-06-30,0,GBP
CTARD,CTARD,2023-08-28,2023-06-30,,USD
CTARF,CTARF,2023-08-28,2023-06-30,,USD
CTAS,Cintas Corporation,2023-07-12,2023-05-31,3.19,USD
CTBI,Community Trust Bancorp Inc,2023-07-18,2023-06-30,1.06,USD
CTBK,CTBK,2023-08-02,2023-06-30,0,USD
CTG,Computer Task Group Inc,2023-08-02,2023-06-30,0.14,USD
CTGO,Contango Ore Inc,2023-08-29,2023-06-30,-1.04,USD
CTHR,Charles & Colvard Ltd,2023-08-30,2023-06-30,-0.03,USD
CTIB,Yunhong CTI Ltd,2023-08-15,2023-06-30,0,USD
CTIC,CTI BioPharma Corp,2023-08-07,2023-06-30,-0.08,USD
CTKB,Cytek BioSciences Inc,2023-08-31,2023-06-30,0.02,USD
CTKYY,CTKYY,2023-09-06,2023-06-30,0.78,USD
CTLP,Cantaloupe Inc,2023-09-06,2023-06-30,0.05,USD
CTLT,Catalent Inc,2023-08-28,2023-06-30,0.11,USD
CTM,Castellum Inc,2023-08-14,2023-06-30,-0.04,USD
CTMX,CytomX Therapeutics Inc,2023-08-02,2023-06-30,-0.21,USD
CTNXF,CTNXF,2023-08-23,2023-06-30,,USD
CTO,CTO Realty Growth Inc - New - New,2023-07-26,2023-06-30,-0.11,USD
CTOS,Custom Truck One Source Inc,2023-08-07,2023-06-30,0.02,USD
CTPCY,CTPCY,2023-08-31,2023-06-30,0,HKD
CTPR,CTPR,2023-08-03,2023-06-30,0,USD
CTPTY,CTPTY,2023-07-31,2023-06-30,0.1256,BRL
CTRA,Coterra Energy Inc,2023-07-31,2023-06-30,0.45,USD
CTRE,CareTrust REIT Inc,2023-08-02,2023-06-30,0.22,USD
CTRM,Castor Maritime Inc,2023-08-07,2023-06-30,,USD
CTRN,Citi Trends Inc,2023-08-22,2023-05-31,,USD
CTRN,Citi Trends Inc,2023-08-22,2023-07-31,-0.92,USD
CTRRF,CTRRF,2023-08-07,2023-06-30,,CAD
CTS,CTS Corp,2023-07-24,2023-06-30,0.54,USD
CTSDF,CTSDF,2023-08-07,2023-06-30,,CAD
CTSH,Cognizant Technology Solutions Corp - Class A,2023-07-25,2023-06-30,0.99,USD
CTSO,Cytosorbents Corp,2023-07-31,2023-06-30,-0.11,USD
CTTAY,CTTAY,2023-08-09,2023-06-30,0.2064,EUR
CTTC,CTTC,2023-08-30,2023-06-30,0,USD
CTV,Innovid Corp,2023-08-09,2023-06-30,-0.0333,USD
CTVA,Corteva Inc,2023-08-02,2023-06-30,1.63,USD
CTXAY,CTXAY,2023-08-21,2023-06-30,0,AUD
CTXR,Citius Pharmaceuticals Inc,2023-08-09,2023-06-30,-0.05,USD
CTXXF,CTXXF,2023-08-08,2023-06-30,,CAD
CUAUF,CUAUF,2023-07-25,2023-05-31,,USD
CUBE,CubeSmart,2023-08-02,2023-06-30,0.41,USD
CUBI,Customers Bancorp Inc,2023-07-25,2023-06-30,1.45,USD
CUBXF,CUBXF,2023-08-14,2023-06-30,,USD
CUE,Cue Biopharma Inc,2023-08-02,2023-06-30,-0.3,USD
CUEN,Cuentas Inc,2023-08-10,2023-06-30,,USD
CUK,Carnival plc,2023-06-26,2023-05-31,-0.3479,USD
CULP,Culp Inc,2023-06-27,2023-05-31,-0.47,USD
CURI,CuriosityStream Inc - Class A,2023-08-14,2023-06-30,-0.15,USD
CURLF,CURLF,2023-08-07,2023-06-30,-0.05,USD
CURN,CURN,2023-09-11,2023-07-31,,USD
CURO,CURO Group Holdings Corp,2023-08-07,2023-06-30,-0.58,USD
CURUF,CURUF,2023-08-21,2023-06-30,,CAD
CURV,Torrid Holdings Inc,2023-09-06,2023-07-31,0.1775,USD
CUTR,Cutera Inc,2023-08-02,2023-06-30,-0.63,USD
CUZ,Cousins Properties Inc,2023-07-26,2023-06-30,0.16,USD
CVAC,CureVac N.V.,2023-08-16,2023-06-30,-0.26,EUR
CVALF,CVALF,2023-08-28,2023-06-30,,CAD
CVAT,CVAT,2023-08-30,2023-06-30,0,USD
CVBF,CVB Financial Corp,2023-07-18,2023-06-30,0.39,USD
CVCO,Cavco Industries Inc,2023-08-02,2023-06-30,5.82,USD
CVCY,Central Valley Community Bancorp,2023-07-18,2023-06-30,0.6,USD
CVE,Cenovus Energy Inc,2023-07-27,2023-06-30,0.4695,CAD
CVEO,Civeo Corp,2023-07-27,2023-06-30,0.31,USD
CVGI,Commercial Vehicle Group Inc,2023-08-02,2023-06-30,0.27,USD
CVGW,Calavo Growers Inc,2023-08-30,2023-07-31,0.32,USD
CVHL,CVHL,2023-08-11,2023-06-30,0,USD
CVI,CVR Energy Inc,2023-07-31,2023-06-30,1.05,USD
CVLG,Covenant Logistics Group Inc - Class A,2023-07-24,2023-06-30,0.99,USD
CVLT,Commvault Systems Inc,2023-07-24,2023-06-30,0.64,USD
CVLY,Codorus Valley Bancorp Inc,2023-07-26,2023-06-30,,USD
CVM,Cel-Sci Corp,2023-08-14,2023-06-30,-0.17,USD
CVNA,Carvana Co. - Class A,2023-08-02,2023-06-30,-1.2,USD
CVR,Chicago Rivet & Machine Company,2023-08-03,2023-06-30,,USD
CVRX,CVRx Inc,2023-08-02,2023-06-30,-0.584,USD
CVS,CVS Health Corp,2023-08-01,2023-06-30,2.13,USD
CVSI,CVSI,2023-08-14,2023-06-30,-0.01,USD
CVT,Cvent Holding Corp,2023-08-03,2023-06-30,0.0468,USD
CVTGF,CVTGF,2023-06-26,2023-03-31,,CAD
CVTGF,CVTGF,2023-08-08,2023-06-30,,CAD
CVV,CVD Equipment Corp,2023-08-14,2023-06-30,,USD
CVVUF,CVVUF,2023-07-17,2023-04-30,0,USD
CVVUF,CVVUF,2023-09-11,2023-07-31,0,USD
CVX,Chevron Corp,2023-07-27,2023-06-30,3.1,USD
CW,Curtiss-Wright Corp,2023-08-01,2023-06-30,1.95,USD
CWAN,Clearwater Analytics Holdings Inc Class A,2023-08-23,2023-06-30,0.07,USD
CWBC,Community West Bancshares,2023-07-27,2023-06-30,0.25,USD
CWBHF,CWBHF,2023-08-07,2023-06-30,-0.05,USD
CWBK,CWBK,2023-07-18,2023-06-30,0,USD
CWBR,CohBar Inc,2023-08-14,2023-06-30,,USD
CWCO,Consolidated Water Co. Ltd,2023-08-09,2023-06-30,0.22,USD
CWEGF,CWEGF,2023-08-07,2023-06-30,,CAD
CWEN,Clearway Energy Inc - Class C,2023-08-01,2023-06-30,0.9666,USD
CWEN-A,Clearway Energy Inc - Class A,2023-07-31,2023-06-30,0.89,USD
CWH,Camping World Holdings Inc - Class A,2023-07-31,2023-06-30,0.78,USD
CWK,Cushman & Wakefield plc,2023-08-02,2023-06-30,0.21,USD
CWLPF,CWLPF,2023-07-11,2023-05-31,,CAD
CWQXY,CWQXY,2023-07-14,2023-06-30,0.4583,SEK
CWSRF,CWSRF,2023-08-09,2023-06-30,,CAD
CWST,Casella Waste Systems Inc - Class A,2023-07-26,2023-06-30,0.37,USD
CWT,California Water Service Group,2023-07-26,2023-06-30,0.51,USD
CWVLF,CWVLF,2023-08-08,2023-06-30,,USD
CWXZF,CWXZF,2023-08-02,2023-06-30,,CAD
CWYUF,CWYUF,2023-08-09,2023-06-30,,CAD
CX,Cemex S.A.B. De C.V.,2023-07-27,2023-06-30,0.1896,USD
CXBMF,CXBMF,2023-08-09,2023-06-30,,USD
CXDO,Crexendo Inc,2023-08-07,2023-06-30,0.01,USD
CXM,Sprinklr Inc Class A,2023-09-08,2023-06-30,0.0304,USD
CXT,Crane NXT Company,2023-07-24,2023-06-30,0.8587,USD
CXW,CoreCivic Inc,2023-07-31,2023-06-30,0.12,USD
CXXIF,CXXIF,2023-08-14,2023-07-31,,USD
CYAD,CYAD,2023-08-03,2023-06-30,-0.4491,EUR
CYADY,CYADY,2023-08-03,2023-06-30,-0.4491,EUR
CYAN,Cyanotech Corp,2023-06-23,2023-03-31,,USD
CYAN,Cyanotech Corp,2023-08-08,2023-06-30,,USD
CYBA,CYBA,2023-08-04,2023-06-30,0,USD
CYBN,Cybin Inc,2023-08-08,2023-06-30,-0.0429,CAD
CYBR,CyberArk Software Ltd,2023-08-08,2023-06-30,-0.12,USD
CYCC,Cyclacel Pharmaceuticals Inc,2023-08-08,2023-06-30,-0.5,USD
CYCN,Cyclerion Therapeutics Inc,2023-08-08,2023-06-30,-0.28,USD
CYD,China Yuchai International,2023-08-08,2023-06-30,,CNY
CYDY,CYDY,2023-08-12,2023-05-31,0,USD
CYFRF,CYFRF,2023-08-28,2023-06-30,,CAD
CYH,Community Health Systems Inc,2023-07-25,2023-06-30,-0.25,USD
CYMHF,CYMHF,2023-08-28,2023-07-31,,USD
CYN,Cyngn Inc,2023-08-09,2023-06-30,-0.19,USD
CYPXF,CYPXF,2023-08-17,2023-06-30,,CAD
CYRN,CYRN,2023-08-14,2023-06-30,,USD
CYRNQ,CYRNQ,2023-06-30,2023-03-31,0,USD
CYRNQ,CYRNQ,2023-08-14,2023-06-30,,USD
CYRX,CryoPort Inc,2023-08-02,2023-06-30,-0.17,USD
CYSNF,CYSNF,2023-07-18,2023-05-31,,CAD
CYT,Cyteir Therapeutics Inc,2023-08-07,2023-06-30,-0.3068,USD
CYTH,Cyclo Therapeutics Inc - Class A,2023-08-15,2023-06-30,-0.44,USD
CYTK,Cytokinetics Inc,2023-08-02,2023-06-30,-1.14,USD
CYXT,CYXT,2023-08-09,2023-06-30,-0.31,USD
CYXTQ,CYXTQ,2023-08-09,2023-06-30,-0.31,USD
CZBT,CZBT,2023-07-17,2023-06-30,,USD
CZFS,Citizens Financial Services Inc,2023-07-19,2023-06-30,0.84,USD
CZMWY,CZMWY,2023-08-04,2023-06-30,1.02,USD
CZNC,Citizens & Northern Corp,2023-08-03,2023-06-30,0.39,USD
CZOO,Cazoo Group Ltd - Class A,2023-08-07,2023-06-30,,GBP
CZR,Caesars Entertainment Inc,2023-07-31,2023-06-30,0.34,USD
CZWI,Citizens Community Bancorp Inc MD,2023-07-24,2023-06-30,0.27,USD
D,Dominion Energy Inc,2023-08-07,2023-06-30,0.67,USD
DAC,Danaos Corporation,2023-07-31,2023-06-30,6.92,USD
DADA,Dada Nexus Ltd,2023-08-21,2023-06-30,0.01,CNY
DAIO,Data io Corp,2023-07-26,2023-06-30,-0.03,USD
DAKT,Daktronics Inc,2023-06-23,2023-05-31,0.02,USD
DAL,Delta Air Lines Inc,2023-07-13,2023-06-30,2.13,USD
DALN,DallasNews Corporation - Class A,2023-07-24,2023-06-30,,USD
DAN,Dana Inc,2023-08-01,2023-06-30,0.15,USD
DANOY,DANOY,2023-07-27,2023-06-30,0,EUR
DAO,Youdao Inc,2023-08-16,2023-06-30,-0.27,CNY
DAR,Darling Ingredients Inc,2023-08-07,2023-06-30,1.52,USD
DARE,Dare Bioscience Inc,2023-08-07,2023-06-30,-0.09,USD
DASH,DoorDash Inc - Class A,2023-08-02,2023-06-30,-0.41,USD
DASTY,DASTY,2023-07-25,2023-06-30,0.2989,EUR
DAVA,Endava plc,2023-09-20,2023-06-30,0.57,GBP
DAVE,Dave Inc - Class A,2023-08-12,2023-06-30,-1.47,USD
DAWN,Day One Biopharmaceuticals Inc,2023-08-08,2023-06-30,-0.6193,USD
DB,Deutsche Bank AG,2023-07-26,2023-06-30,0.6415,EUR
DBCCF,DBCCF,2023-08-16,2023-06-30,,CAD
DBD,DBD,2023-07-31,2023-06-30,0.09,USD
DBDQQ,DBDQQ,2023-07-31,2023-06-30,0.09,USD
DBGI,Digital Brands Group Inc,2023-08-15,2023-06-30,,USD
DBI,Designer Brands Inc - Class A,2023-08-29,2023-07-31,0.44,USD
DBOEY,DBOEY,2023-07-25,2023-06-30,0.2665,EUR
DBOXF,DBOXF,2023-08-09,2023-06-30,,CAD
DBRG,DigitalBridge Group Inc - Class A,2023-08-02,2023-06-30,-0.29,USD
DBSDY,DBSDY,2023-08-03,2023-06-30,2.71,SGD
DBTX,Decibel Therapeutics Inc,2023-08-08,2023-06-30,-0.5,USD
DBVT,DBV Technologies,2023-07-31,2023-06-30,-0.2133,USD
DBX,Dropbox Inc - Class A,2023-08-02,2023-06-30,0.45,USD
DCBO,Docebo Inc,2023-08-09,2023-06-30,-0.01,USD
DCGO,DocGo Inc,2023-08-07,2023-06-30,0.03,USD
DCHRD,DCHRD,2023-08-24,2023-06-30,,CAD
DCHRF,DCHRF,2023-08-24,2023-06-30,,CAD
DCI,Donaldson Co. Inc,2023-08-29,2023-07-31,0.78,USD
DCMDF,DCMDF,2023-08-07,2023-06-30,,CAD
DCO,Ducommun Inc,2023-08-02,2023-06-30,0.58,USD
DCOM,Dime Community Bancshares Inc,2023-07-27,2023-06-30,0.65,USD
DCP,DCP Midstream LP,2023-07-31,2023-06-30,1.07,USD
DCPH,Deciphera Pharmaceuticals Inc,2023-08-02,2023-06-30,-0.62,USD
DCSX,Direct Communication Solutions Inc,2023-08-21,2023-06-30,,USD
DCSXD,DCSXD,2023-08-21,2023-06-30,,USD
DCT,DCT,2023-06-27,2023-05-31,0.0311,USD
DCTH,Delcath Systems Inc,2023-08-07,2023-06-30,-0.66,USD
DD,DuPont de Nemours Inc,2023-07-31,2023-06-30,0.8908,USD
DDD,3D Systems Corp,2023-08-07,2023-06-30,-0.06,USD
DDEJF,DDEJF,2023-08-08,2023-06-30,,CAD
DDHRF,DDHRF,2023-07-31,2023-06-30,,CAD
DDI,DoubleDown Interactive Co Ltd,2023-08-08,2023-06-30,7.27,USD
DDL,Dingdong (Cayman) Ltd,2023-08-10,2023-06-30,0,USD
DDOG,Datadog Inc - Class A,2023-08-02,2023-06-30,0.28,USD
DDS,Dillard`s Inc - Class A,2023-08-09,2023-07-31,4.32,USD
DE,Deere & Company,2023-08-18,2023-07-31,8.22,USD
DEA,Easterly Government Properties Inc,2023-07-31,2023-06-30,0.06,USD
DECK,Deckers Outdoor Corp,2023-07-26,2023-06-30,2.13,USD
DECN,DECN,2023-08-16,2023-06-30,0,USD
DEER,DEER,2023-08-10,2023-06-30,0,USD
DEI,Douglas Emmett Inc,2023-07-31,2023-06-30,0.09,USD
DELL,Dell Technologies Inc - Class C,2023-08-31,2023-07-31,1.14,USD
DEN,Denbury Inc - New,2023-08-09,2023-06-30,1.44,USD
DENN,Denny`s Corp,2023-07-31,2023-06-30,0.17,USD
DEO,Diageo plc,2023-08-01,2023-06-30,0,GBP
DERM,Journey Medical Corp,2023-08-19,2023-06-30,-0.31,USD
DESP,Despegar.com Corp,2023-08-16,2023-06-30,-0.02,USD
DFFN,Diffusion Pharmaceuticals Inc,2023-08-09,2023-06-30,-1.93,USD
DFH,Dream Finders Homes Inc - Class A,2023-08-02,2023-06-30,0.34,USD
DFIN,Donnelley Financial Solutions Inc,2023-08-01,2023-06-30,1.02,USD
DFS,Discover Financial Services,2023-07-18,2023-06-30,3.66,USD
DG,Dollar General Corp,2023-08-23,2023-07-31,2.49,USD
DGHI,Digihost Technology Inc,2023-08-14,2023-06-30,,USD
DGICA,Donegal Group Inc - Class A,2023-07-26,2023-06-30,0.19,USD
DGICB,Donegal Group Inc - Class B,2023-07-31,2023-06-30,0.2121,USD
DGII,Digi International Inc,2023-08-02,2023-06-30,0.47,USD
DGLY,Digital Ally Inc (New),2023-08-14,2023-06-30,-2.24,USD
DGNOF,DGNOF,2023-07-11,2023-06-30,,USD
DGTHF,DGTHF,2023-09-11,2023-08-31,,USD
DGX,Quest Diagnostics Inc,2023-07-26,2023-06-30,2.27,USD
DH,Definitive Healthcare Corp - Class A,2023-08-03,2023-06-30,0.0404,USD
DHC,Diversified Healthcare Trust,2023-08-01,2023-06-30,-0.23,USD
DHI,D.R. Horton Inc,2023-07-20,2023-06-30,2.77,USD
DHIL,Diamond Hill Investment Group Inc - Class A,2023-08-03,2023-06-30,,USD
DHR,Danaher Corp,2023-07-25,2023-06-30,2.01,USD
DHT,DHT Holdings Inc,2023-08-08,2023-06-30,0.35,USD
DHX,DHI Group Inc,2023-08-01,2023-06-30,-0.02,USD
DIBS,1stdibs.com Inc,2023-08-09,2023-06-30,-0.2315,USD
DICE,DICE Therapeutics Inc,2023-08-10,2023-06-30,-0.6475,USD
DIIBF,DIIBF,2023-08-07,2023-06-30,-0.41,USD
DIN,Dine Brands Global Inc,2023-08-07,2023-06-30,1.58,USD
DINO,HF Sinclair Corporation,2023-08-07,2023-06-30,2.1,USD
DIOD,Diodes Inc,2023-08-02,2023-06-30,1.57,USD
DIS,Walt Disney Co (The),2023-08-08,2023-06-30,1.1,USD
DISH,Dish Network Corp - Class A,2023-08-01,2023-06-30,0.3,USD
DIT,Amcon Distributing Company,2023-07-17,2023-06-30,,USD
DJCO,Daily Journal Corporation,2023-08-10,2023-06-30,,USD
DK,Delek US Holdings Inc,2023-08-02,2023-06-30,1.13,USD
DKILY,DKILY,2023-08-08,2023-06-30,0.2072,USD
DKL,Delek Logistics Partners LP,2023-08-02,2023-06-30,0.93,USD
DKLRF,DKLRF,2023-08-26,2023-06-30,,CAD
DKNG,DraftKings Inc - Class A,2023-08-04,2023-06-30,-0.281,USD
DKS,Dicks Sporting Goods Inc,2023-08-21,2023-07-31,3.79,USD
DLA,Delta Apparel Inc,2023-08-02,2023-06-30,-0.12,USD
DLAKY,DLAKY,2023-08-03,2023-06-30,0.6827,EUR
DLB,Dolby Laboratories Inc - Class A,2023-08-07,2023-06-30,0.54,USD
DLHC,DLH Holdings Corp,2023-07-31,2023-06-30,0.1,USD
DLHTF,DLHTF,2023-08-07,2023-06-30,,CAD
DLMAF,DLMAF,2023-09-07,2023-07-31,,CAD
DLNG,Dynagas LNG Partners LP,2023-09-20,2023-06-30,0.21,USD
DLO,DLocal Ltd Class A,2023-08-16,2023-06-30,0.13,USD
DLPN,Dolphin Entertainment Inc,2023-08-14,2023-06-30,-0.06,USD
DLPX,DLPX,2023-08-17,2023-06-30,0,USD
DLR,Digital Realty Trust Inc,2023-07-26,2023-06-30,0.26,USD
DLTH,Duluth Holdings Inc - Class B,2023-08-30,2023-07-31,0.01,USD
DLTNF,DLTNF,2023-08-14,2023-06-30,,CAD
DLTR,Dollar Tree Inc,2023-08-23,2023-07-31,0.86,USD
DLX,Deluxe Corp,2023-08-02,2023-06-30,0.7,USD
DM,Desktop Metal Inc - Class A,2023-08-07,2023-06-30,-0.06,USD
DMAC,DiaMedica Therapeutics Inc,2023-08-08,2023-06-30,-0.19,USD
DMGGF,DMGGF,2023-08-28,2023-06-30,-0.0147,CAD
DMIFF,DMIFF,2023-08-28,2023-06-30,,USD
DMLP,Dorchester Minerals LP,2023-08-02,2023-06-30,,USD
DMRC,Digimarc Corporation,2023-08-01,2023-06-30,-0.36,USD
DMS,Digital Media Solutions Inc - Class A,2023-08-07,2023-06-30,-0.12,USD
DMTK,DermTech Inc,2023-08-07,2023-06-30,-0.95,USD
DNA,Ginkgo Bioworks Holdings Inc - Class A,2023-08-14,2023-06-30,-0.09,USD
DNB,Dun & Bradstreet Holdings Inc,2023-08-02,2023-06-30,0.21,USD
DNBBY,DNBBY,2023-07-12,2023-06-30,0.5279,NOK
DNDDF,DNDDF,2023-08-08,2023-06-30,,CAD
DNGDF,DNGDF,2023-08-10,2023-06-30,,USD
DNKEY,DNKEY,2023-07-21,2023-06-30,0.3967,DKK
DNLI,Denali Therapeutics Inc,2023-08-07,2023-06-30,-0.68,USD
DNMR,Danimer Scientific Inc - Class A,2023-08-07,2023-06-30,-0.36,USD
DNN,Denison Mines Corp,2023-08-02,2023-06-30,-0.01,USD
DNNGY,DNNGY,2023-08-10,2023-06-30,0.0492,DKK
DNOW,NOW Inc,2023-08-01,2023-06-30,0.25,USD
DNPLY,DNPLY,2023-08-09,2023-06-30,0,JPY
DNRSD,DNRSD,2023-08-28,2023-06-30,,USD
DNRSF,DNRSF,2023-08-28,2023-06-30,,USD
DNUT,Krispy Kreme Inc,2023-08-16,2023-06-30,0.0692,USD
DNZOY,DNZOY,2023-07-28,2023-06-30,0.5683,JPY
DO,Diamond Offshore Drilling Inc,2023-08-08,2023-06-30,-0.0627,USD
DOC,Physicians Realty Trust,2023-08-03,2023-06-30,0.05,USD
DOCN,DigitalOcean Holdings Inc,2023-08-07,2023-06-30,0.41,USD
DOCRF,DOCRF,2023-08-21,2023-06-30,,CAD
DOCS,Doximity Inc - Class A,2023-08-14,2023-06-30,0.15,USD
DOCU,DocuSign Inc,2023-09-06,2023-07-31,0.66,USD
DOLE,Dole plc,2023-08-22,2023-06-30,0.34,USD
DOMA,Doma Holdings Inc - New,2023-08-07,2023-06-30,-0.06,USD
DOMH,Dominari Holdings Inc,2023-08-10,2023-06-30,,USD
DOMO,Domo Inc - Class B,2023-08-23,2023-07-31,-0.09,USD
DOOO,BRP Inc,2023-09-12,2023-07-31,2.22,CAD
DOOR,Masonite International Corp,2023-08-07,2023-06-30,1.98,USD
DORM,Dorman Products Inc,2023-07-24,2023-06-30,1.14,USD
DOUG,Douglas Elliman Inc,2023-08-23,2023-06-30,-0.18,USD
DOV,Dover Corp,2023-07-19,2023-06-30,2.21,USD
DOW,Dow Inc,2023-07-19,2023-06-30,0.72,USD
DOX,Amdocs Ltd,2023-08-01,2023-06-30,1.48,USD
DOYU,DouYu International Holdings Ltd,2023-08-14,2023-06-30,-0.05,CNY
DPDW,DPDW,2023-08-07,2023-06-30,,USD
DPMLF,DPMLF,2023-07-26,2023-06-30,0.2263,USD
DPRO,Draganfly Inc,2023-08-08,2023-06-30,-0.0674,CAD
DPSGY,DPSGY,2023-08-01,2023-06-30,0.7977,EUR
DPSI,DecisionPoint Systems Inc,2023-08-09,2023-06-30,0.04,USD
DPXCF,DPXCF,2023-08-26,2023-06-30,,CAD
DPZ,Dominos Pizza Inc,2023-07-24,2023-06-30,3.04,USD
DQ,Daqo New Energy Corp,2023-08-01,2023-06-30,5.54,USD
DRCMF,DRCMF,2023-08-16,2023-06-30,,CAD
DRCT,Direct Digital Holdings Inc Class A,2023-08-10,2023-06-30,0.1475,USD
DRD,DRDGold Ltd,2023-09-05,2023-06-30,0,ZAR
DRETF,DRETF,2023-08-02,2023-06-30,,CAD
DREUF,DREUF,2023-07-31,2023-06-30,,CAD
DRH,Diamondrock Hospitality Company,2023-08-03,2023-06-30,0.19,USD
DRI,Darden Restaurants Inc,2023-09-20,2023-08-31,1.84,USD
